synthetic_caller_id,age,age_band,sex,household_size,region,urbanicity,language,accent_class,employment_status,income_band,customer_tenure_years,primary_intent,secondary_intent,compound_intent,intent_ambiguity,intent_change_midcall,speech_rate,articulation,background_noise,pause_pattern,interruption_frequency,input_mode,emotion,caller_behavior,asks_for_agent,refuses_information,out_of_vocabulary_request,contradictory_information,invalid_input_event,authentication_required,authentication_method,authentication_outcome,authentication_retries,accessibility_interaction_constraint,eligibility_state,regulatory_constraint,expected_route,expected_disposition,hangup_risk,triad_test_class,parallel_valid_path_exists,equivalent_route_exists,hidden_assumption_target,failure_recovery_expected,oracle_outcome
IVR-SYN-05575,48,45-54,Male,2,South,Urban,English,General US,Retired,25-49k,5.9,Other,Password/credential,Yes,Low,No,Normal,Clear,High,Normal,None,Keypad,Confused,Cooperative,Yes,No,No,No,No,No,None required,Not applicable,0,None,Eligible,None,Self-service,Self-service completion,Moderate,GRAY,No,Yes,Eligibility,Re-prompt,Correct route + compliant disposition
IVR-SYN-05576,37,35-44,Male,6,South,Rural,English,General US,Unemployed,150-249k,5.6,Billing question,None,No,High,No,Slow,Clear,Moderate,Normal,None,Speech,Calm,Indecisive,No,No,No,No,Yes,No,None required,Not applicable,0,None,Conditional,None,Billing,Correct specialist/agent routing,Moderate,GRAY,Yes,No,Identity,Retry,Correct route + compliant disposition
IVR-SYN-05577,59,55-64,Male,1,West,Urban,Spanish,International,Full-time,250k+,1.6,Account information,None,No,Low,Yes,Fast,Clear,Moderate,Normal,None,Speech,Angry,Cooperative,No,No,No,Yes,No,No,None required,Not applicable,0,None,Eligible,None,Self-service,Self-service completion,Low,RED,No,No,Identity,Terminate safely,Correct route + compliant disposition
IVR-SYN-05578,60,55-64,Male,2,Midwest,Rural,Spanish,Midwestern US,Part-time,50-74k,1.0,Payment issue,None,No,Low,No,Normal,Clear,Moderate,Long,Occasional,Speech,Calm,Impatient,No,No,No,No,No,Yes,Voice/biometric,Successful,1,None,Conditional,None,Billing,Correct specialist/agent routing,High,GREEN,No,No,Identity,Terminate safely,Correct route + compliant disposition
IVR-SYN-05579,40,35-44,Female,4,West,Urban,English,International,Full-time,25-49k,4.5,Order/status inquiry,None,No,Low,No,Normal,Clear,None,Normal,Occasional,Speech,Anxious,Verbose,No,No,No,No,No,No,None required,Not applicable,0,None,Ineligible,Human review required,Human escalation,Correct specialist/agent routing,Low,GREEN,No,Yes,Eligibility,Agent escalation,Correct route + compliant disposition
IVR-SYN-05580,52,45-54,Female,6,South,Urban,English,General US,Retired,150-249k,4.7,Account information,Technical support,Yes,High,No,Normal,Clear,Low,Long,Occasional,Speech,Frustrated,Cooperative,No,No,No,No,No,Yes,Account number + PIN,Successful,0,None,Agent required,None,Human escalation,Correct specialist/agent routing,Moderate,GRAY,No,No,Language,Agent escalation,Correct route + compliant disposition
IVR-SYN-05581,55,55-64,Female,6,Midwest,Suburban,English,Southern US,Other,25-49k,0.6,Payment issue,Eligibility inquiry,Yes,Moderate,No,Normal,Clear,Moderate,Normal,None,Speech,Calm,Indecisive,No,No,No,No,No,No,None required,Not applicable,0,None,Eligible,Consent required,Billing,Correct specialist/agent routing,Low,GRAY,No,No,None,Re-prompt,Correct route + compliant disposition
IVR-SYN-05582,53,45-54,Female,3,Midwest,Suburban,English,General US,Full-time,<25k,1.1,Billing question,None,No,Moderate,No,Normal,Clear,Moderate,Normal,Occasional,Speech,Calm,Cooperative,No,No,No,No,No,No,None required,Not applicable,0,None,Eligible,Consent required,Billing,Correct specialist/agent routing,Low,GREEN,No,No,Intent,Agent escalation,Correct route + compliant disposition
IVR-SYN-05583,61,55-64,Male,2,Northeast,Urban,English,International,Full-time,250k+,3.5,Order/status inquiry,None,No,Moderate,No,Normal,Mildly unclear,High,Normal,None,Keypad,Angry,Cooperative,No,No,No,No,No,Yes,None required,Not applicable,0,None,Eligible,Authentication required,Self-service,Self-service completion,Low,GREEN,No,No,Timing,Terminate safely,Correct route + compliant disposition
IVR-SYN-05584,23,18-24,Female,6,South,Suburban,English,Southern US,Retired,100-149k,1.6,Cancellation,Password/credential,Yes,Low,No,Normal,Clear,Low,Normal,None,Speech,Calm,Indecisive,No,No,No,No,No,Yes,Voice/biometric,Successful,0,None,Eligible,None,Retention,Correct specialist/agent routing,Low,GRAY,No,No,Eligibility,Alternative input,Correct route + compliant disposition
IVR-SYN-05585,61,55-64,Male,4,Midwest,Rural,English,General US,Full-time,25-49k,5.4,Password/credential,None,No,Low,No,Normal,Clear,None,Normal,None,Speech,Angry,Impatient,Yes,No,No,No,No,No,None required,Not applicable,0,None,Eligible,Consent required,Self-service,Self-service completion,Low,GREEN,No,Yes,Intent,Agent escalation,Correct route + compliant disposition
IVR-SYN-05586,25,25-34,Male,4,Northeast,Urban,Chinese,International,Full-time,50-74k,17.2,Payment issue,None,No,Moderate,No,Normal,Clear,None,Long,None,Speech,Frustrated,Suspicious,No,No,No,No,No,Yes,One-time code,Successful,0,None,Eligible,None,Billing,Correct specialist/agent routing,Low,GREEN,Yes,No,Timing,Terminate safely,Correct route + compliant disposition
IVR-SYN-05587,37,35-44,Female,6,South,Suburban,Arabic,Western US,Unemployed,25-49k,1.2,Order/status inquiry,None,No,Low,No,Fast,Clear,Moderate,Normal,Occasional,Keypad,Frustrated,Cooperative,Yes,No,Yes,No,No,Yes,Account number + PIN,Successful,1,Speech-input difficulty,Agent required,None,Human escalation,Correct specialist/agent routing,Low,RED,No,No,Eligibility,Agent escalation,Correct route + compliant disposition
IVR-SYN-05588,59,55-64,Male,2,Midwest,Suburban,English,Western US,Retired,25-49k,12.5,Technical support,None,No,Moderate,Yes,Normal,Clear,Moderate,Long,None,Speech,Calm,Cooperative,No,No,No,No,No,Yes,Voice/biometric,Successful,1,None,Agent required,Authentication required,Human escalation,Correct specialist/agent routing,Moderate,GREEN,No,No,None,Agent escalation,Correct route + compliant disposition
IVR-SYN-05589,74,65-74,Male,1,Midwest,Rural,English,General US,Self-employed,100-149k,23.9,Order/status inquiry,None,No,Low,No,Slow,Clear,Low,Normal,Occasional,Keypad,Calm,Cooperative,No,No,No,No,No,Yes,Knowledge-based,Failed,2,None,Eligible,None,Self-service,Self-service completion,Low,GREEN,No,No,Routing,Terminate safely,Correct route + compliant disposition
IVR-SYN-05590,42,35-44,Male,6,Midwest,Suburban,English,Midwestern US,Part-time,25-49k,9.3,Payment issue,Order/status inquiry,Yes,Moderate,No,Fast,Clear,Low,Long,None,Keypad,Calm,Terse,No,No,No,No,No,No,None required,Not applicable,0,None,Eligible,Human review required,Human escalation,Correct specialist/agent routing,Moderate,GRAY,No,No,Routing,Agent escalation,Correct route + compliant disposition
IVR-SYN-05591,22,18-24,Male,1,South,Urban,Chinese,General US,Part-time,<25k,2.3,Appointment/scheduling,None,No,High,No,Normal,Clear,Moderate,Normal,None,Speech,Calm,Cooperative,No,No,No,No,No,Yes,Account number + PIN,Successful,1,None,Agent required,Authentication required,Human escalation,Correct specialist/agent routing,Low,GRAY,No,No,Eligibility,Agent escalation,Correct route + compliant disposition
IVR-SYN-05592,57,55-64,Female,6,West,Urban,English,Southern US,Part-time,150-249k,2.6,Order/status inquiry,None,No,Low,No,Normal,Clear,None,Normal,None,Keypad,Calm,Impatient,No,No,No,No,No,Yes,Account number + PIN,Successful,1,Repetition needed,Eligible,Consent required,Self-service,Self-service completion,Low,GREEN,No,No,Timing,Alternative input,Correct route + compliant disposition
IVR-SYN-05593,36,35-44,Female,1,South,Urban,Chinese,Western US,Full-time,100-149k,5.1,Payment issue,None,No,Low,No,Normal,Clear,None,Normal,None,Speech,Calm,Impatient,No,No,No,No,No,Yes,Knowledge-based,Successful,1,None,Eligible,None,Billing,Correct specialist/agent routing,High,GREEN,No,No,Intent,Agent escalation,Correct route + compliant disposition
IVR-SYN-05594,35,35-44,Male,5,Midwest,Urban,English,General US,Self-employed,25-49k,0.4,Account information,None,No,Low,Yes,Normal,Clear,Moderate,Normal,None,Keypad,Calm,Impatient,Yes,No,No,No,No,No,None required,Not applicable,0,None,Eligible,None,Self-service,Self-service completion,Low,GREEN,No,Yes,Intent,Terminate safely,Correct route + compliant disposition
IVR-SYN-05595,54,45-54,Male,4,Midwest,Urban,English,Midwestern US,Self-employed,50-74k,0.2,Billing question,None,No,Low,No,Normal,Mildly unclear,Low,Normal,None,Keypad,Anxious,Cooperative,Yes,No,No,No,Yes,Yes,Knowledge-based,Partial,1,None,Ineligible,None,Billing,Correct specialist/agent routing,Low,GREEN,No,No,Identity,Terminate safely,Correct route + compliant disposition
IVR-SYN-05596,71,65-74,Male,1,South,Suburban,English,General US,Retired,100-149k,4.7,Technical support,None,No,High,No,Slow,Clear,None,Normal,None,Speech,Calm,Cooperative,No,No,No,No,Yes,Yes,Voice/biometric,Partial,2,None,Eligible,Human review required,Human escalation,Correct specialist/agent routing,High,GRAY,No,No,Timing,Alternative input,Correct route + compliant disposition
IVR-SYN-05597,59,55-64,Female,2,South,Rural,Spanish,General US,Student,150-249k,12.2,Order/status inquiry,Address/contact change,Yes,High,No,Normal,Clear,Moderate,Normal,Occasional,Speech,Calm,Cooperative,No,No,No,No,No,Yes,Voice/biometric,Failed,1,None,Eligible,None,Self-service,Self-service completion,Low,GRAY,Yes,Yes,Language,Alternative input,Correct route + compliant disposition
IVR-SYN-05598,50,45-54,Male,4,Midwest,Rural,English,General US,Self-employed,100-149k,1.2,Account information,Refund/dispute,Yes,Moderate,No,Normal,Clear,High,Long,Frequent,Speech,Calm,Cooperative,No,No,No,No,No,Yes,Account number + PIN,Successful,1,None,Eligible,Human review required,Human escalation,Correct specialist/agent routing,Moderate,GRAY,Yes,No,Routing,Retry,Correct route + compliant disposition
IVR-SYN-05599,39,35-44,Female,2,Midwest,Urban,English,Northeastern US,Full-time,75-99k,18.4,Address/contact change,None,No,Low,No,Slow,Clear,Low,Normal,None,Speech,Calm,Cooperative,No,Yes,No,No,No,Yes,One-time code,Successful,0,None,Eligible,None,Self-service,Self-service completion,Low,GREEN,Yes,Yes,Eligibility,Terminate safely,Correct route + compliant disposition
IVR-SYN-05600,39,35-44,Male,3,South,Suburban,English,Northeastern US,Full-time,25-49k,10.2,Account information,Other,Yes,Low,No,Normal,Clear,None,Normal,Occasional,Speech,Calm,Cooperative,No,No,No,No,Yes,Yes,Account number + PIN,Successful,1,None,Eligible,Consent required,Self-service,Self-service completion,Low,GRAY,No,No,Language,Re-prompt,Correct route + compliant disposition
IVR-SYN-05601,42,35-44,Female,6,Midwest,Suburban,English,Midwestern US,Full-time,150-249k,6.9,Billing question,None,No,Moderate,No,Fast,Clear,High,Normal,Frequent,Speech,Calm,Cooperative,No,No,No,No,No,No,None required,Not applicable,0,None,Eligible,None,Billing,Correct specialist/agent routing,Low,GREEN,No,Yes,Language,Re-prompt,Correct route + compliant disposition
IVR-SYN-05602,55,55-64,Female,2,West,Rural,Arabic,Northeastern US,Self-employed,25-49k,10.0,Appointment/scheduling,None,No,High,Yes,Normal,Mildly unclear,None,Normal,Occasional,Keypad,Calm,Cooperative,No,No,No,No,Yes,Yes,Account number + PIN,Successful,1,Keypad preference,Eligible,Authentication required,General support,Correct specialist/agent routing,Low,GRAY,No,No,Intent,Re-prompt,Correct route + compliant disposition
IVR-SYN-05603,37,35-44,Male,6,West,Urban,Spanish,General US,Full-time,100-149k,4.8,Password/credential,None,No,Moderate,No,Slow,Clear,None,Short,Occasional,Speech,Anxious,Cooperative,No,No,No,No,No,No,None required,Not applicable,0,None,Eligible,None,Self-service,Self-service completion,Low,GREEN,No,Yes,Routing,Retry,Correct route + compliant disposition
IVR-SYN-05604,29,25-34,Male,2,West,Urban,Spanish,International,Full-time,100-149k,6.2,Refund/dispute,None,No,Low,No,Normal,Difficult,None,Long,None,Speech,Calm,Cooperative,No,No,No,No,No,Yes,Knowledge-based,Successful,1,None,Eligible,Consent required,Disputes,Correct specialist/agent routing,Low,GREEN,No,No,Language,Terminate safely,Correct route + compliant disposition
IVR-SYN-05605,57,55-64,Female,3,Midwest,Suburban,English,General US,Part-time,75-99k,1.8,Billing question,None,No,Moderate,No,Normal,Clear,Moderate,Normal,Occasional,Keypad,Calm,Cooperative,No,No,Yes,No,No,Yes,Account number + PIN,Successful,0,Repetition needed,Eligible,None,Billing,Correct specialist/agent routing,Low,GREEN,Yes,No,None,Terminate safely,Correct route + compliant disposition
IVR-SYN-05606,60,55-64,Female,1,Northeast,Urban,English,Southern US,Full-time,<25k,4.3,Appointment/scheduling,None,No,Low,No,Normal,Clear,None,Normal,Occasional,Speech,Confused,Confused,Yes,No,No,No,No,No,None required,Not applicable,0,None,Eligible,None,General support,Correct specialist/agent routing,Low,GREEN,No,No,Identity,Agent escalation,Correct route + compliant disposition
IVR-SYN-05607,30,25-34,Female,2,Northeast,Suburban,Other,General US,Full-time,250k+,2.4,Address/contact change,None,No,High,No,Normal,Mildly unclear,Low,Short,None,Speech,Anxious,Cooperative,No,No,No,No,No,Yes,One-time code,Partial,2,None,Agent required,Disclosure required,Human escalation,Correct specialist/agent routing,Moderate,GRAY,No,No,None,Agent escalation,Correct route + compliant disposition
IVR-SYN-05608,37,35-44,Female,5,South,Urban,English,Western US,Full-time,250k+,3.2,Technical support,None,No,High,No,Normal,Clear,Moderate,Normal,None,Speech,Calm,Cooperative,No,No,No,No,No,Yes,One-time code,Successful,0,None,Conditional,None,Technical support,Correct specialist/agent routing,High,GRAY,No,No,Language,Alternative input,Correct route + compliant disposition
IVR-SYN-05609,53,45-54,Male,5,Midwest,Urban,English,International,Full-time,<25k,3.2,Address/contact change,None,No,Moderate,No,Normal,Clear,High,Normal,None,Speech,Calm,Cooperative,No,No,No,No,No,Yes,Knowledge-based,Successful,1,None,Eligible,None,Self-service,Self-service completion,Moderate,GREEN,No,No,Routing,Agent escalation,Correct route + compliant disposition
IVR-SYN-05610,64,55-64,Male,4,South,Suburban,English,General US,Full-time,25-49k,2.4,Refund/dispute,None,No,Low,No,Fast,Mildly unclear,Low,Normal,None,Speech,Calm,Cooperative,No,No,No,No,No,Yes,One-time code,Successful,0,None,Conditional,Human review required,Human escalation,Correct specialist/agent routing,Moderate,GREEN,Yes,No,Routing,Retry,Correct route + compliant disposition
IVR-SYN-05611,56,55-64,Male,6,Midwest,Suburban,English,General US,Full-time,25-49k,5.2,Refund/dispute,Billing question,Yes,Moderate,No,Normal,Clear,High,Long,None,Keypad,Calm,Cooperative,No,No,No,No,No,Yes,Voice/biometric,Successful,1,None,Eligible,None,Disputes,Correct specialist/agent routing,Low,GRAY,No,No,None,Retry,Correct route + compliant disposition
IVR-SYN-05612,29,25-34,Female,2,South,Suburban,English,Western US,Full-time,100-149k,3.4,Payment issue,Appointment/scheduling,Yes,Moderate,No,Fast,Clear,None,Normal,Occasional,Speech,Calm,Argumentative,No,No,No,No,No,No,None required,Not applicable,0,None,Eligible,None,Billing,Correct specialist/agent routing,High,GRAY,No,No,Intent,Alternative input,Correct route + compliant disposition
IVR-SYN-05613,78,75+,Male,5,Midwest,Suburban,Spanish,General US,Full-time,<25k,3.1,Eligibility inquiry,None,No,Moderate,No,Normal,Clear,High,Long,Occasional,Speech,Calm,Cooperative,No,No,No,Yes,No,Yes,Knowledge-based,Failed,1,Speech-input difficulty,Conditional,None,Specialist,Correct specialist/agent routing,Moderate,RED,No,No,Language,Retry,Correct route + compliant disposition
IVR-SYN-05614,68,65-74,Female,4,South,Urban,English,General US,Full-time,25-49k,0.2,Refund/dispute,Billing question,Yes,Low,No,Slow,Clear,Low,Normal,None,Speech,Frustrated,Impatient,No,No,No,No,No,No,None required,Not applicable,0,None,Eligible,None,Disputes,Correct specialist/agent routing,Low,GRAY,No,No,Language,Re-prompt,Correct route + compliant disposition
IVR-SYN-05615,70,65-74,Male,2,South,Rural,English,General US,Part-time,25-49k,7.0,Account information,None,No,Moderate,Yes,Normal,Clear,Low,Short,None,Speech,Calm,Cooperative,Yes,No,No,No,No,Yes,Voice/biometric,Successful,0,None,Eligible,None,Self-service,Self-service completion,Low,GREEN,No,No,Eligibility,Alternative input,Correct route + compliant disposition
IVR-SYN-05616,46,45-54,Female,1,South,Rural,English,Western US,Full-time,<25k,2.6,Payment issue,None,No,Low,No,Normal,Mildly unclear,Low,Normal,None,Keypad,Calm,Cooperative,No,No,No,No,No,Yes,Account number + PIN,Successful,0,Keypad preference,Eligible,Consent required,Billing,Correct specialist/agent routing,Moderate,GREEN,No,No,None,Alternative input,Correct route + compliant disposition
IVR-SYN-05617,35,35-44,Female,3,West,Suburban,Spanish,General US,Student,75-99k,1.5,Address/contact change,None,No,Low,No,Fast,Mildly unclear,Moderate,Normal,Occasional,Speech,Confused,Cooperative,No,No,No,No,Yes,Yes,Knowledge-based,Successful,1,None,Agent required,None,Human escalation,Correct specialist/agent routing,Low,GREEN,No,No,Intent,Alternative input,Correct route + compliant disposition
IVR-SYN-05618,77,75+,Female,4,South,Suburban,English,General US,Full-time,100-149k,0.6,Payment issue,None,No,Low,No,Normal,Mildly unclear,High,Normal,None,Speech,Confused,Terse,No,No,No,No,No,Yes,One-time code,Failed,3,None,Agent required,None,Human escalation,Correct specialist/agent routing,Moderate,GREEN,No,Yes,Language,Agent escalation,Correct route + compliant disposition
IVR-SYN-05619,56,55-64,Male,2,West,Suburban,English,General US,Full-time,25-49k,3.1,Cancellation,None,No,Moderate,No,Fast,Clear,None,Short,None,Speech,Urgent,Suspicious,No,No,No,No,No,Yes,Account number + PIN,Successful,1,None,Eligible,None,Retention,Correct specialist/agent routing,Moderate,GREEN,No,No,Eligibility,Alternative input,Correct route + compliant disposition
IVR-SYN-05620,51,45-54,Female,2,Northeast,Urban,English,General US,Full-time,75-99k,13.5,Payment issue,None,No,Moderate,No,Normal,Mildly unclear,None,Normal,None,Speech,Calm,Terse,No,No,No,No,No,Yes,Knowledge-based,Successful,1,None,Agent required,None,Human escalation,Correct specialist/agent routing,Moderate,GREEN,No,Yes,Intent,Re-prompt,Correct route + compliant disposition
IVR-SYN-05621,55,55-64,Male,1,West,Urban,English,General US,Other,75-99k,5.3,Order/status inquiry,None,No,High,Yes,Slow,Clear,None,Long,None,Speech,Calm,Argumentative,No,No,No,Yes,No,Yes,Knowledge-based,Successful,1,None,Conditional,None,Self-service,Self-service completion,Low,GRAY,Yes,No,Language,Agent escalation,Correct route + compliant disposition
IVR-SYN-05622,49,45-54,Male,1,South,Urban,English,General US,Full-time,50-74k,4.8,Payment issue,Address/contact change,Yes,Moderate,No,Normal,Clear,Low,Normal,None,Speech,Calm,Confused,No,No,No,No,No,Yes,One-time code,Successful,1,None,Eligible,None,Billing,Correct specialist/agent routing,Low,GRAY,No,No,Routing,Retry,Correct route + compliant disposition
IVR-SYN-05623,69,65-74,Female,4,South,Urban,English,Northeastern US,Full-time,75-99k,6.8,Other,None,No,Low,Yes,Normal,Clear,Low,Normal,Occasional,Keypad,Anxious,Argumentative,No,No,No,No,No,Yes,One-time code,Successful,0,None,Eligible,Authentication required,Self-service,Self-service completion,Low,GREEN,Yes,No,Language,Alternative input,Correct route + compliant disposition
IVR-SYN-05624,69,65-74,Male,6,South,Urban,English,Northeastern US,Part-time,100-149k,0.4,Payment issue,None,No,Low,No,Normal,Mildly unclear,Low,Normal,None,Speech,Calm,Cooperative,Yes,No,No,No,No,Yes,One-time code,Successful,0,None,Eligible,None,Billing,Correct specialist/agent routing,Low,GREEN,Yes,No,Eligibility,Re-prompt,Correct route + compliant disposition
IVR-SYN-05625,57,55-64,Female,5,South,Urban,English,Western US,Retired,50-74k,2.0,Address/contact change,None,No,High,Yes,Fast,Clear,None,Normal,None,Keypad,Calm,Confused,Yes,No,No,No,No,Yes,Voice/biometric,Successful,1,None,Eligible,Consent required,Self-service,Self-service completion,Moderate,GRAY,No,No,Eligibility,Retry,Correct route + compliant disposition
IVR-SYN-05626,27,25-34,Female,2,Northeast,Suburban,English,General US,Retired,50-74k,7.4,Refund/dispute,None,No,Low,No,Normal,Clear,Moderate,Long,Occasional,Keypad,Calm,Indecisive,No,No,No,No,No,Yes,Account number + PIN,Failed,3,Keypad preference,Agent required,None,Human escalation,Correct specialist/agent routing,Low,GREEN,No,No,Eligibility,Agent escalation,Correct route + compliant disposition
IVR-SYN-05627,20,18-24,Male,1,Midwest,Suburban,French,General US,Full-time,100-149k,7.0,Account information,None,No,Low,No,Normal,Mildly unclear,Moderate,Normal,None,Keypad,Urgent,Cooperative,No,No,No,No,No,Yes,Account number + PIN,Successful,1,None,Agent required,Consent required,Human escalation,Correct specialist/agent routing,Low,GREEN,No,No,None,Agent escalation,Correct route + compliant disposition
IVR-SYN-05628,88,75+,Male,6,Midwest,Rural,Chinese,General US,Full-time,50-74k,5.2,Account information,None,No,Moderate,No,Slow,Clear,Low,Long,Occasional,Speech,Calm,Verbose,No,No,No,No,No,Yes,One-time code,Successful,0,Repetition needed,Conditional,Consent required,Self-service,Self-service completion,Low,GREEN,No,No,Routing,Re-prompt,Correct route + compliant disposition
IVR-SYN-05629,65,65-74,Female,1,Northeast,Rural,English,Midwestern US,Part-time,50-74k,0.3,Address/contact change,None,No,Moderate,No,Normal,Mildly unclear,Moderate,Long,None,Speech,Calm,Cooperative,Yes,No,No,No,No,No,None required,Not applicable,0,Slow-prompt preference,Eligible,None,Self-service,Self-service completion,High,GREEN,No,No,Timing,Retry,Correct route + compliant disposition
IVR-SYN-05630,64,55-64,Male,5,West,Rural,English,Southern US,Full-time,50-74k,10.4,Password/credential,None,No,Low,No,Normal,Clear,None,Long,None,Speech,Calm,Confused,No,No,No,No,No,Yes,Knowledge-based,Successful,0,None,Eligible,Human review required,Human escalation,Correct specialist/agent routing,Moderate,GREEN,No,No,None,Retry,Correct route + compliant disposition
IVR-SYN-05631,57,55-64,Female,4,South,Urban,Other,General US,Retired,250k+,6.4,Order/status inquiry,None,No,Moderate,No,Normal,Clear,High,Normal,None,Speech,Angry,Suspicious,No,No,No,No,No,Yes,One-time code,Successful,0,Speech-input difficulty,Eligible,None,Self-service,Self-service completion,Low,GREEN,No,No,Intent,Terminate safely,Correct route + compliant disposition
IVR-SYN-05632,64,55-64,Male,5,West,Suburban,English,General US,Other,100-149k,15.4,Technical support,None,No,Low,No,Normal,Mildly unclear,Moderate,Short,None,Keypad,Calm,Cooperative,No,No,Yes,No,No,Yes,Voice/biometric,Partial,2,None,Eligible,None,Technical support,Correct specialist/agent routing,Low,GREEN,No,No,Intent,Alternative input,Correct route + compliant disposition
IVR-SYN-05633,34,25-34,Male,1,South,Urban,Other,International,Part-time,150-249k,1.1,Technical support,None,No,Low,No,Normal,Clear,None,Long,None,Speech,Calm,Cooperative,No,No,No,No,No,No,None required,Not applicable,0,None,Eligible,None,Technical support,Correct specialist/agent routing,Low,GREEN,No,No,Language,Retry,Correct route + compliant disposition
IVR-SYN-05634,72,65-74,Female,2,Midwest,Suburban,English,Southern US,Retired,50-74k,6.8,Order/status inquiry,None,No,Moderate,No,Normal,Clear,Moderate,Normal,None,Speech,Calm,Cooperative,No,No,No,No,No,Yes,Knowledge-based,Successful,1,None,Ineligible,None,Self-service,Self-service completion,Low,GREEN,No,No,Timing,Terminate safely,Correct route + compliant disposition
IVR-SYN-05635,88,75+,Male,6,Midwest,Urban,English,General US,Self-employed,50-74k,6.8,Account information,Address/contact change,Yes,Moderate,No,Normal,Clear,None,Long,None,Speech,Confused,Indecisive,No,No,No,No,No,No,None required,Not applicable,0,Slow-prompt preference,Eligible,None,Self-service,Self-service completion,Moderate,GRAY,No,No,Routing,Terminate safely,Correct route + compliant disposition
IVR-SYN-05636,68,65-74,Female,6,West,Suburban,English,Southern US,Full-time,25-49k,3.0,Address/contact change,None,No,Moderate,No,Slow,Mildly unclear,None,Normal,Occasional,Speech,Calm,Cooperative,No,Yes,No,No,No,Yes,One-time code,Successful,1,Slow-prompt preference,Eligible,Human review required,Human escalation,Correct specialist/agent routing,Moderate,GREEN,No,No,Intent,Terminate safely,Correct route + compliant disposition
IVR-SYN-05637,62,55-64,Female,4,Midwest,Urban,English,General US,Full-time,50-74k,0.1,Address/contact change,Other,Yes,High,Yes,Normal,Clear,None,Short,Occasional,Speech,Calm,Cooperative,Yes,No,No,No,No,No,None required,Not applicable,0,None,Eligible,Disclosure required,Self-service,Self-service completion,Low,GRAY,Yes,No,Identity,Agent escalation,Correct route + compliant disposition
IVR-SYN-05638,26,25-34,Male,6,South,Rural,English,Western US,Retired,50-74k,1.9,Payment issue,None,No,Low,No,Slow,Clear,None,Normal,None,Speech,Calm,Suspicious,No,No,No,No,No,Yes,One-time code,Successful,1,None,Eligible,Disclosure required,Billing,Correct specialist/agent routing,Low,GREEN,No,No,Eligibility,Re-prompt,Correct route + compliant disposition
IVR-SYN-05639,35,35-44,Male,1,West,Suburban,English,General US,Student,75-99k,3.6,Cancellation,None,No,Low,No,Slow,Clear,None,Normal,None,Keypad,Calm,Confused,No,No,No,No,No,Yes,One-time code,Successful,0,None,Agent required,None,Human escalation,Correct specialist/agent routing,Moderate,GREEN,No,No,Language,Re-prompt,Correct route + compliant disposition
IVR-SYN-05640,32,25-34,Female,3,South,Rural,English,General US,Self-employed,150-249k,15.4,Address/contact change,None,No,Low,No,Normal,Clear,None,Normal,None,Speech,Calm,Cooperative,No,No,No,No,No,No,None required,Not applicable,0,None,Eligible,Human review required,Human escalation,Correct specialist/agent routing,Low,GREEN,No,No,Language,Agent escalation,Correct route + compliant disposition
IVR-SYN-05641,42,35-44,Male,2,South,Urban,English,Midwestern US,Retired,50-74k,3.2,Eligibility inquiry,None,No,Moderate,No,Slow,Clear,None,Normal,None,Speech,Calm,Cooperative,No,No,No,No,No,Yes,Account number + PIN,Successful,0,None,Eligible,None,Specialist,Correct specialist/agent routing,Moderate,GREEN,No,No,Eligibility,Re-prompt,Correct route + compliant disposition
IVR-SYN-05642,20,18-24,Male,1,Midwest,Urban,English,General US,Full-time,<25k,5.7,Account information,None,No,Moderate,No,Normal,Mildly unclear,None,Long,Occasional,Keypad,Calm,Suspicious,No,No,No,No,No,Yes,Account number + PIN,Successful,1,Repetition needed,Ineligible,Disclosure required,Self-service,Self-service completion,Moderate,GREEN,Yes,No,Eligibility,Retry,Correct route + compliant disposition
IVR-SYN-05643,46,45-54,Male,3,Northeast,Rural,English,General US,Retired,50-74k,5.4,Account information,None,No,Moderate,No,Normal,Clear,Low,Normal,None,Speech,Angry,Cooperative,No,No,Yes,No,No,Yes,Knowledge-based,Successful,1,None,Agent required,None,Human escalation,Correct specialist/agent routing,Moderate,GREEN,No,No,Timing,Re-prompt,Correct route + compliant disposition
IVR-SYN-05644,41,35-44,Female,3,South,Rural,English,General US,Part-time,75-99k,0.7,Payment issue,None,No,Low,No,Normal,Clear,High,Normal,None,Speech,Calm,Terse,No,No,No,No,No,Yes,Account number + PIN,Successful,0,None,Eligible,Consent required,Billing,Correct specialist/agent routing,High,GREEN,Yes,No,Language,Alternative input,Correct route + compliant disposition
IVR-SYN-05645,26,25-34,Female,5,South,Rural,English,General US,Full-time,150-249k,9.8,Refund/dispute,None,No,High,No,Normal,Mildly unclear,None,Normal,None,Speech,Calm,Confused,Yes,No,No,No,No,Yes,Account number + PIN,Successful,1,Repetition needed,Eligible,None,Disputes,Correct specialist/agent routing,Moderate,GRAY,No,No,Eligibility,Agent escalation,Correct route + compliant disposition
IVR-SYN-05646,56,55-64,Male,4,South,Urban,Other,General US,Retired,100-149k,7.8,Billing question,None,No,High,No,Normal,Clear,None,Normal,None,Speech,Frustrated,Cooperative,No,No,No,No,No,Yes,None required,Not applicable,0,Low-literacy interaction,Eligible,Authentication required,Billing,Correct specialist/agent routing,Moderate,GRAY,No,No,Timing,Agent escalation,Correct route + compliant disposition
